figure_id,panel_id,series_id,scientific_classification,semantic_role,source_or_formula,grid_or_domain,uncertainty_owner,visual_primitive,disposition,validity_gate,evidence_anchor,evidence_quality,verdict
fig:qs_consistency,whole_figure,quantum_sector_dependency_map,diagram/no scientific polyline,status_or_dependency_schematic,"Graph/status topology; edges are dependencies, not data interpolation.",not applicable,not applicable,boxes/regions/arrows/direct labels,RETAIN; NOT A SCIENTIFIC POINT-TO-POINT POLYLINE,Status and dependency meanings are owned by literal labels and edge styles.,LaTex/FIGURE_REGISTRY.csv:fig:qs_consistency | LaTex/ECT_preprint.tex:37302 | LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/build_curved_compact_reader_maps_r150.py;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/frozen_r149_reader_helpers.py | LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r148_complete_logic_v1/fig36_partIII_render_r148.gv;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/data/figures_r148/topology/fig36_partIII_topology_r148.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIII/partIII_node_key.csv;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIII/partIII_edge_key.csv;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIII/partIII_full_key.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIII/partIII_full_key_r149.pdf;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/partIII/partIII_automated_qa.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/manifest.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/REPLAY_CHECK.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/RUNTIME.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/R150_RELEASE_ALLOWLIST.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/SHA256SUMS | R154_PER_SERIES_SEMANTICS_REGISTRY_v1:quantum_sector_dependency_map,DIRECT_SERIES_DECOMPOSITION,PASS_SUPPORTED_NO_UNKNOWN
fig:equation_hierarchy,whole_figure,equation_status_hierarchy,diagram/no scientific polyline,status_or_dependency_schematic,Status-separated equation hierarchy; connectors are conditional steps.,not applicable,not applicable,boxes/regions/arrows/direct labels,RETAIN; NOT A SCIENTIFIC POINT-TO-POINT POLYLINE,Status and dependency meanings are owned by literal labels and edge styles.,LaTex/FIGURE_REGISTRY.csv:fig:equation_hierarchy | LaTex/ECT_preprint.tex:37795 | LaTex/work/preprint/R149_READER_LAYOUT_CANDIDATE_v1/borderline_figure_typography/review_main_b/build_successors_b.py | LaTex/scripts/fig_equation_hierarchy.py | R154_PER_SERIES_SEMANTICS_REGISTRY_v1:equation_status_hierarchy,DIRECT_SERIES_DECOMPOSITION,PASS_SUPPORTED_NO_UNKNOWN
fig:partIV_derivation_logic,whole_figure,derivation_dependency_map,diagram/no scientific polyline,status_or_dependency_schematic,"Graph/status topology; arrows are semantic dependencies, not sampled data.",not applicable,not applicable,boxes/regions/arrows/direct labels,RETAIN; NOT A SCIENTIFIC POINT-TO-POINT POLYLINE,Status and dependency meanings are owned by literal labels and edge styles.,LaTex/FIGURE_REGISTRY.csv:fig:partIV_derivation_logic | LaTex/ECT_preprint.tex:40970 | LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/build_curved_compact_reader_maps_r150.py;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/frozen_r149_reader_helpers.py | LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r148_complete_logic_v1/fig38_partIV_semantic_authority_r143.gv;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/data/figures_r148/topology/fig38_partIV_topology_r148.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIV/partIV_node_key.csv;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIV/partIV_edge_key.csv;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIV/partIV_full_key.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/partIV/partIV_full_key_r149.pdf;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/partIV/partIV_automated_qa.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/manifest.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/REPLAY_CHECK.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/maps_curved_compact/RUNTIME.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/R150_RELEASE_ALLOWLIST.json;LaTex/work/preprint/R150_LOGIC_MAP_EDGE_READABILITY_CANDIDATE_v1/final_review_candidate_v1/preprint/publication/figures/source/graphviz/r150_curved_compact_v1/semantic_keys/SHA256SUMS | R154_PER_SERIES_SEMANTICS_REGISTRY_v1:derivation_dependency_map,DIRECT_SERIES_DECOMPOSITION,PASS_SUPPORTED_NO_UNKNOWN
fig:ect_derivation_map,whole_figure,whole_programme_dependency_map,diagram/no scientific polyline,status_or_dependency_schematic,Complete programme graph; edges encode declared dependency/status.,not applicable,not applicable,boxes/regions/arrows/direct labels,RETAIN; NOT A SCIENTIFIC POINT-TO-POINT POLYLINE,Status and dependency meanings are owned by literal labels and edge styles.,LaTex/FIGURE_REGISTRY.csv:fig:ect_derivation_map | LaTex/ECT_preprint.tex:41269 | LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/build_curved_compact_reader_maps_r153.py;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/frozen_r149_reader_helpers.py | LaTex/figures/source/graphviz/r148_complete_logic_v1/fig39_full_render_r148.dot;LaTex/data/figures_r148/topology/fig39_full_topology_r148.json;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/maps_curved_compact/whole/whole_automated_qa.json;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/maps_curved_compact/whole/whole_curved_compact_r153.layout.json;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/maps_curved_compact/manifest.json;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/maps_curved_compact/REPLAY_CHECK.json;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/graphviz/r153_curved_compact_v1/maps_curved_compact/RUNTIME.json | R154_PER_SERIES_SEMANTICS_REGISTRY_v1:whole_programme_dependency_map,DIRECT_SERIES_DECOMPOSITION,PASS_SUPPORTED_NO_UNKNOWN
fig:ect_vs_qm,whole_figure,status_comparison_tableau,diagram/no scientific polyline,status_or_dependency_schematic,Text/box comparison schematic; no point-to-point scientific series.,not applicable,not applicable,boxes/regions/arrows/direct labels,RETAIN; NOT A SCIENTIFIC POINT-TO-POINT POLYLINE,Status and dependency meanings are owned by literal labels and edge styles.,LaTex/FIGURE_REGISTRY.csv:fig:ect_vs_qm | LaTex/ECT_preprint.tex:41689 | LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/scripts/r153_figures/render_fig_ect_vs_qm_r153.py;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/scripts/r153_figures/fonts/DejaVuSans.ttf;LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/scripts/r153_figures/fonts/DejaVuSans-Bold.ttf | LaTex/work/preprint/R153_FINAL_VISUAL_ZENODO_CANDIDATE_v1/publication/LaTex/figures/source/svg/r153/fig_ect_vs_qm_r153.svg | R154_PER_SERIES_SEMANTICS_REGISTRY_v1:status_comparison_tableau,DIRECT_SERIES_DECOMPOSITION,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_Cn_scalechain_corrected,whole_figure,tensor_normalisation_ownership_chain,diagram/no scientific polyline,status_or_dependency_schematic,Four status boxes and three semantic arrows; no scientific polyline.,not applicable,not applicable,boxes/regions/arrows/direct labels,RETAIN; NOT A SCIENTIFIC POINT-TO-POINT POLYLINE,Status and dependency meanings are owned by literal labels and edge styles.,LaTex/FIGURE_REGISTRY.csv:fig:r103_Cn_scalechain_corrected | LaTex/ECT_preprint.tex:46286 | LaTex/scripts/render_fig_ect_vs_qm.py;LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v1/components/global_visual_remediation/p1_panel_work/scripts/build_r123_p1_panel_relayout.py;LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v1/components/global_visual_remediation/scripts/build_r123_recolored_singletons.py;LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v1/components/global_visual_remediation/scripts/build_r123_remaining_monochrome.py;LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v2/components/targeted_readability_assets/build_targeted_readability_assets.py;LaTex/figures/source/svg/fig_ect_vs_qm.svg;LaTex/scripts/fig3_condensate_scales.py;LaTex/scripts/fig_two_level_ontology.gv;LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v1/scripts/r123_palette.py | LaTex/figures/source/svg/fig_ect_vs_qm.svg | R154_PER_SERIES_SEMANTICS_REGISTRY_v1:tensor_normalisation_ownership_chain,DIRECT_SERIES_DECOMPOSITION,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_ect_background_clocks,fig42_b_clock_budget_dense_r154,matched control,dense_solver_owner,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv,3001 source points; 161 rendered line points; 9 rendered markers,none; this is deterministic model/benchmark output,continuous line,USE_R154_DENSE_SOLVER_TRACE; RETAIN PUBLISHED NODES AS SEPARATE MARKERS,Level A background inside supplied action/state; Level C physical map,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r103_ect_background_clocks:matched control,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_ect_background_clocks,fig42_b_clock_budget_dense_r154,two-slope,dense_solver_owner,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv,3001 source points; 161 rendered line points; 9 rendered markers,none; this is deterministic model/benchmark output,continuous line,USE_R154_DENSE_SOLVER_TRACE; RETAIN PUBLISHED NODES AS SEPARATE MARKERS,Level A background inside supplied action/state; Level C physical map,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r103_ect_background_clocks:two-slope,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_two_slope_HwG_conditional,fig43_a_two_slope_expansion_dense_r154,two-slope / control,dense_solver_owner,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv,3001 source points; 161 rendered line points; 9 rendered markers,none; this is deterministic model/benchmark output,continuous line,USE_R154_DENSE_SOLVER_TRACE; RETAIN PUBLISHED NODES AS SEPARATE MARKERS,Level A background inside supplied action/state; Level C physical map,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r103_two_slope_HwG_conditional:two-slope / control,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_two_slope_HwG_conditional__continuation_inverse_F,r149_inverse_f_proxy_dense_r154,$F_0/F(z)-1$,dense_solver_owner,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv,3001 source points; 161 rendered line points; 9 rendered markers,none; this is deterministic model/benchmark output,continuous line,USE_R154_DENSE_SOLVER_TRACE; RETAIN PUBLISHED NODES AS SEPARATE MARKERS,Level A background inside supplied action/state; Level C physical map,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r103_two_slope_HwG_conditional__continuation_inverse_F:$F_0/F(z)-1$,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_early_response_growth_collapse_envelope,fig44_a_growth_equality_nodes_r154,equality-coordinate ratio,sparse_nodes_unconnected,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv,5 source points; 0 rendered line points; 5 rendered markers,none; this is deterministic model/benchmark output,unconnected markers,USE_R154 UNCONNECTED-NODE SUCCESSOR; NO INTERMEDIATE CURVE,Level A algebra inside supplied early-response envelope,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r114_early_response_growth_collapse_envelope:equality-coordinate ratio,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_early_response_growth_collapse_envelope,fig44_a_growth_equality_nodes_r154,growth $D/D_0$,sparse_nodes_unconnected,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv,5 source points; 0 rendered line points; 5 rendered markers,none; this is deterministic model/benchmark output,unconnected markers,USE_R154 UNCONNECTED-NODE SUCCESSOR; NO INTERMEDIATE CURVE,Level A algebra inside supplied early-response envelope,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r114_early_response_growth_collapse_envelope:growth $D/D_0$,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_early_response_growth_collapse_envelope__continuation_rare_tail,r149_rare_tail_nodes_r154,"fixed barrier, $\nu_0=5$",sparse_nodes_unconnected,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv,5 source points; 0 rendered line points; 5 rendered markers,none; this is deterministic model/benchmark output,unconnected markers,USE_R154 UNCONNECTED-NODE SUCCESSOR; NO INTERMEDIATE CURVE,Level C sensitivity; not a posterior or JWST prediction,"LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r114_early_response_growth_collapse_envelope__continuation_rare_tail:fixed barrier, $\nu_0=5$",DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_early_response_growth_collapse_envelope__continuation_rare_tail,r149_rare_tail_nodes_r154,"top-hat barrier, $\nu_0=5$",sparse_nodes_unconnected,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv,5 source points; 0 rendered line points; 5 rendered markers,none; this is deterministic model/benchmark output,unconnected markers,USE_R154 UNCONNECTED-NODE SUCCESSOR; NO INTERMEDIATE CURVE,Level C sensitivity; not a posterior or JWST prediction,"LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r114_early_response_growth_collapse_envelope__continuation_rare_tail:top-hat barrier, $\nu_0=5$",DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_finitebody_scalar_gates,fig45_a_fixed_metric_bvp_nodes_r154,far tail $A_{\rm far}/A_{\rm lin}$,sparse_nodes_unconnected,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/work/preprint/R114_VERIFIED_COSMOLOGY_PES_CASCADE_CANDIDATE_v1/ECT_preprint_R114_verified_cosmology_pes_cascade_candidate_v1.tex,4 source points; 0 rendered line points; 4 rendered markers,none; this is deterministic model/benchmark output,unconnected markers,USE_R154 UNCONNECTED-NODE SUCCESSOR; NO INTERMEDIATE CURVE,Fixed-metric scalar BVP only; not a physical body sensitivity or PPN prediction,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r114_finitebody_scalar_gates:far tail $A_{\rm far}/A_{\rm lin}$,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_finitebody_scalar_gates,fig45_a_fixed_metric_bvp_nodes_r154,surface flux / linear source,sparse_nodes_unconnected,analytic/dense/sparse model series as declared by R154 nonrotation QA,LaTex/work/preprint/R114_VERIFIED_COSMOLOGY_PES_CASCADE_CANDIDATE_v1/ECT_preprint_R114_verified_cosmology_pes_cascade_candidate_v1.tex,4 source points; 0 rendered line points; 4 rendered markers,none; this is deterministic model/benchmark output,unconnected markers,USE_R154 UNCONNECTED-NODE SUCCESSOR; NO INTERMEDIATE CURVE,Fixed-metric scalar BVP only; not a physical body sensitivity or PPN prediction,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/nonrotation/R154_NONROTATION_SERIES_QA_v1.json:fig:r114_finitebody_scalar_gates:surface flux / linear source,DIRECT_R154_NUMERIC_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_finitebody_scalar_gates__continuation_dimensional_gate,all,dimensional_gate_regions,diagram/no scientific polyline,dimensional/status gate,declared fixed-metric dimensional checks,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,"regions, bars and labels",RETAIN; NO SCIENTIFIC POLYLINE,Not a continuous density scan.,LaTex/FIGURE_REGISTRY.csv:fig:r114_finitebody_scalar_gates__continuation_dimensional_gate | LaTex/ECT_preprint.tex:50015 | LaTex/scripts/figures/patch_public_figure_labels_r148.py | LaTex/data/figures_r148/R148_PUBLIC_FIGURE_LABEL_SUCCESSORS_v1.json,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_ect_restricted_perturbation_proxies,all,four_redshift_carriers,sparse_nodes_unconnected,restricted perturbation proxy rows,four evaluated redshift nodes,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,unconnected markers,USE R153 UNCONNECTED-NODE SUCCESSOR,No Boltzmann transfer curve or interpolation is owned.,LaTex/FIGURE_REGISTRY.csv:fig:r103_ect_restricted_perturbation_proxies | LaTex/ECT_preprint.tex:50625 | LaTex/work/preprint/R149_READER_LAYOUT_CANDIDATE_v1/borderline_figure_typography/review_main_b/build_successors_b.py;LaTex/scripts/r153_line_semantics/build_r153_line_semantics_successors.py | LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v1/components/global_visual_remediation/p1_panel_work/scripts/build_r123_p1_panel_relayout.py,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:r114_pes_m1_same_channel_fdt_protocol,main,canonical_channel_reconstruction,dense_solver_owner,deterministic same-channel KMS/FDT protocol reconstruction,frozen canonical-channel replay,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,dense reconstructed trace and directly labelled reference,RETAIN WITH PROTOCOL OWNER,Valid only for the declared same-channel filter/state protocol.,LaTex/FIGURE_REGISTRY.csv:fig:r114_pes_m1_same_channel_fdt_protocol | LaTex/ECT_preprint.tex:54838 | LaTex/scripts/figures/make_r114_pes_m1_fdt_figure_v2.py | LaTex/figures/r123/global/panels/fig47_a_single_kms_channel_r123.pdf;LaTex/scripts/figures/make_r114_pes_m1_fdt_figure_v2.py;LaTex/work/preprint/R149_READER_LAYOUT_CANDIDATE_v1/second_half_typography_successors/assets/fig47_b_counterexamples_r149.pdf;research/derivations/pes_usage/gpt/R120_PUBLIC_RELEASE_CLOSURE_CANDIDATE_v1/m1_final/M1_PUBLIC_PROTOCOL_PAYLOAD_v2.json,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
